shortcode,post_date,post_url,display_url,like_and_view_counts_disabled,likes,is_paid_partnership,location,city,exact_city_match,lattitude,longitude,geo_city,geo_state,geo_country,is_video,is_verified,is_private,img_path,img_lables,img_lable_scores,sunset,places,art,beach,snow,mountain,shopping,food,history,fun,transport,water,chirstmas,happy,extra15
CXzHFrEok4C,2021-12-23,https://www.instagram.com/p/CXzHFrEok4C/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269892642_432005201733674_7978129823272585718_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=102&_nc_ohc=z5Pdyw7SBsgAX-GEesI&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_7MaWdiMoQuMlfcfd0MgAudQVbnJtwUrwJ8AGlaaCCLw&oe=61CB8298&_nc_sid=83d603,False,583,False,Piazza Venezia,"Rome, Italy",False,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzHFrEok4C.jpg,building window white infrastructure vehicle wheel architecture urban-design yellow car,"[['Building', 0.9432168006896973], ['Window', 0.9282197952270508], ['White', 0.9218696355819702], ['Infrastructure', 0.9114944934844971], ['Vehicle', 0.8817269206047058], ['Wheel', 0.8748935461044312], ['Architecture', 0.8585039973258972], ['Urban-design', 0.8566800355911255], ['Yellow', 0.8559723496437073], ['Car', 0.8488280773162842]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzH4KyOBY-,2021-12-23,https://www.instagram.com/p/CXzH4KyOBY-/,https://instagram.fdel27-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269780471_625268792256379_4974985323463927446_n.jpg?_nc_ht=instagram.fdel27-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=iE6og93jJ6QAX-ZflSW&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-6ai_9axiO7s6KsVE-b0Y3H-ITjG4UmaUAVDXrb80uUQ&oe=61CB1916&_nc_sid=83d603,False,23,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzH4KyOBY-.jpg,cloud water mountain sky boat water-resources daytime watercraft green azure,"[['Cloud', 0.9767062664031982], ['Water', 0.9747328162193298], ['Mountain', 0.9657270312309265], ['Sky', 0.9604259729385376], ['Boat', 0.9554347395896912], ['Water-resources', 0.9527712464332581], ['Daytime', 0.9454734921455383], ['Watercraft', 0.9191296100616455], ['Green', 0.9098407030105591], ['Azure', 0.8929238319396973]]",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
CXzGV6BMVud,2021-12-23,https://www.instagram.com/p/CXzGV6BMVud/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269711798_934012103900204_3174617449218649633_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=rTG1Fm86wUcAX8WYUyW&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT82Ayx0pMoEAw0u2S2OX4Railvc-ADVnWQjmGqEP7pG1g&oe=61CB735E&_nc_sid=83d603,False,93,False,Piazza Cordusio,"Milan, Italy",False,45.466797,9.190498,Milan,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\milanitaly\Images\CXzGV6BMVud.jpg,sky building window neighbourhood street-light urban-design christmas-decoration facade tower-block tower,"[['Sky', 0.9629361629486084], ['Building', 0.9593591094017029], ['Window', 0.9428061842918396], ['Neighbourhood', 0.8400128483772278], ['Street-light', 0.8390799760818481], ['Urban-design', 0.8105612993240356], ['Christmas-decoration', 0.8054506182670593], ['Facade', 0.7931193709373474], ['Tower-block', 0.7889550924301147], ['Tower', 0.7835499048233032]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzGS6aMHFV,2021-12-23,https://www.instagram.com/p/CXzGS6aMHFV/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/269786299_3108857946052136_8099108440800826881_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Vx756zvjrGcAX8ZtfOd&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-9rLj91b9Jen74n1kfsMrxvmnYCZWLoKlZhi8qt5yRvw&oe=61CC3068&_nc_sid=83d603,False,60,False,PINTURA (MACERATA),"Macerata, Toscana, Italy",False,43.65538,10.50493,,Toscana,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzGS6aMHFV.jpg,sky world slope atmospheric-phenomenon glacial-landform astronomical-object mountainous-landforms snow science geological-phenomenon,"[['Sky', 0.9365574717521667], ['World', 0.8795984387397766], ['Slope', 0.8698307871818542], ['Atmospheric-phenomenon', 0.820215106010437], ['Glacial-landform', 0.8025009632110596], ['Astronomical-object', 0.7883997559547424], ['Mountainous-landforms', 0.7851681113243103], ['Snow', 0.7781429886817932], ['Science', 0.7736067771911621], ['Geological-phenomenon', 0.7658057808876038]]",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
CXzFj8UMZ2P,2021-12-23,https://www.instagram.com/p/CXzFj8UMZ2P/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269840710_1272418776567672_8824197921379395722_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=100&_nc_ohc=nOjyU_bC9toAX9KP2Q8&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_nw6dc3C3P0xEhoYcMk3fgoyciD3hvI6CBS2QJrFkWrA&oe=61CB5820&_nc_sid=83d603,False,841,False,"Venice, Italy","Venice, Italy",True,45.437191,12.33459,Venice,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italytourism\Images\CXzFj8UMZ2P.jpg,water boat building sky watercraft cloud vehicle boats-and-boating--equipment-and-supplies body-of-water window,"[['Water', 0.9837425351142883], ['Boat', 0.9715907573699951], ['Building', 0.9567597508430481], ['Sky', 0.9475516080856323], ['Watercraft', 0.9346515536308289], ['Cloud', 0.9244145750999451], ['Vehicle', 0.8672438859939575], ['Boats-and-boating--Equipment-and-supplies', 0.8656379580497742], ['Body-of-water', 0.8493062853813171], ['Window', 0.8447386026382446]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXzFFecubgX,2021-12-23,https://www.instagram.com/p/CXzFFecubgX/,https://instagram.fdel27-2.fna.fbcdn.net/v/t51.2885-15/e35/269735731_446471357053241_4744593755538358137_n.jpg?_nc_ht=instagram.fdel27-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AYBeL2SfinwAX_1kjVs&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT-j_sOnZDZPGlbyzHBufFWmnG8YEINtWAjixuKimXRM4w&oe=61CA9DB8&_nc_sid=83d603,False,184,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\ancientrome\Images\CXzFFecubgX.jpg,head jaw currency money artifact coin art nickel sculpture automotive-tire,"[['Head', 0.9731273055076599], ['Jaw', 0.8818766474723816], ['Currency', 0.8489899039268494], ['Money', 0.8433165550231934], ['Artifact', 0.840711772441864], ['Coin', 0.8089150786399841], ['Art', 0.7996813058853149], ['Nickel', 0.7908186316490173], ['Sculpture', 0.7831321358680725], ['Automotive-tire', 0.7651498317718506]]",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CXzEtfkrrki,2021-12-23,https://www.instagram.com/p/CXzEtfkrrki/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269797821_317569400083875_3807612734478908223_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=r-JCAzG3VD0AX9EW9j1&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_vBUXtlAd-kG1VzxmUdTAX9qJvzEHuANsNU7I5MGRj1w&oe=61CB5238&_nc_sid=83d603,False,54,False,,,,,,,,,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXzEtfkrrki.jpg,sky daytime road-surface temple people-in-nature travel luggage-and-bags street-fashion road city,"[['Sky', 0.9589601755142212], ['Daytime', 0.9444069862365723], ['Road-surface', 0.887433648109436], ['Temple', 0.8708620071411133], ['People-in-nature', 0.8583728075027466], ['Travel', 0.8430464863777161], ['Luggage-and-bags', 0.8299885988235474], ['Street-fashion', 0.8073959350585938], ['Road', 0.8019925355911255], ['City', 0.7825440168380737]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CXzErc-NFWv,2021-12-23,https://www.instagram.com/p/CXzErc-NFWv/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269758363_291086943058899_1763162832124390762_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Sdd9CXYZ6noAX_fEaix&tn=eAWSie8Y5eUXpwZN&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_hKgsWxMEnaeOQo7M-rvw5gF1E3nmYqZVK5ygbqNbzGA&oe=61CC26CC&_nc_sid=83d603,False,38,False,El Pecà,"Milan, Italy",False,45.466797,9.190498,Milan,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\milanitaly\Images\CXzErc-NFWv.jpg,smile glasses vision-care watch fashion eyewear happy interaction curtain community,"[['Smile', 0.9823798537254333], ['Glasses', 0.9790633320808411], ['Vision-care', 0.9289827346801758], ['Watch', 0.9257194399833679], ['Fashion', 0.8810177445411682], ['Eyewear', 0.8777803182601929], ['Happy', 0.8561758995056152], ['Interaction', 0.8293560147285461], ['Curtain', 0.8163087964057922], ['Community', 0.8141925930976868]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CXzEbYXs3vS,2021-12-23,https://www.instagram.com/p/CXzEbYXs3vS/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269785477_608077310416137_1567996226085420876_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BCAr5P7M7ukAX9Ftj1M&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8GklwYEFfAI0H4tW9flq_JQzaPnDX2CWxdri9BaxGjJw&oe=61CAA8FD&_nc_sid=83d603,False,326,False,San Nicandro Garganico,San Nicandro Garganico,True,41.838446,15.565338,San Nicandro Garganico,APULIA,IT,False,False,False,C:\Docs\kitts\data\dump\italytrip\Images\CXzEbYXs3vS.jpg,plant sky cloud daytime building property window azure infrastructure architecture,"[['Plant', 0.9575430154800415], ['Sky', 0.9550244808197021], ['Cloud', 0.9524861574172974], ['Daytime', 0.9453540444374084], ['Building', 0.9426794052124023], ['Property', 0.9426745176315308], ['Window', 0.9164007306098938], ['Azure', 0.8967037796974182], ['Infrastructure', 0.8916813731193542], ['Architecture', 0.857554018497467]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzEIPkMdgq,2021-12-23,https://www.instagram.com/p/CXzEIPkMdgq/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269753126_963857464478736_1052138762038178565_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=100&_nc_ohc=rs98duCVTJsAX9jae9I&tn=FgS5K8N7Bm9c46tW&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8F3cy2AU3ksMfcbXHzYEXArDhpf6LCU3PxXjoKBVn0BA&oe=61CE9F83&_nc_sid=83d603,False,160,False,San Giovanni della Malva in Trastevere,,False,41.8919,12.46884,Roma,Lazio,IT,False,False,False,C:\Docs\kitts\data\dump\italytravel\Images\CXzEIPkMdgq.jpg,statue sculpture wood art artifact facade window brick font monument,"[['Statue', 0.8872653841972351], ['Sculpture', 0.8787726759910583], ['Wood', 0.8661868572235107], ['Art', 0.8110551834106445], ['Artifact', 0.8098064064979553], ['Facade', 0.7876449227333069], ['Window', 0.7756463289260864], ['Brick', 0.7656490206718445], ['Font', 0.7566249370574951], ['Monument', 0.7396624088287354]]",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
CXzDfn5rPB9,2021-12-23,https://www.instagram.com/p/CXzDfn5rPB9/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269750195_4601989243170483_7770666190798967729_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=-jnFDNenruwAX9UUauX&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8j-QQZf57nC4jlE-Gk9RdGRMra9nrqBLHfu1-LXPVPVg&oe=61CA65F0&_nc_sid=83d603,False,169,False,Atrani Costiera Amalfitana,Atrani,False,40.636908,14.607541,Atrani,CAMPANIA,IT,False,False,False,C:\Docs\kitts\data\dump\italylovers\Images\CXzDfn5rPB9.jpg,building water world blue sky architecture dusk cityscape waterway city,"[['Building', 0.9601450562477112], ['Water', 0.9563450813293457], ['World', 0.911803126335144], ['Blue', 0.9106154441833496], ['Sky', 0.8819888234138489], ['Architecture', 0.8534412980079651], ['Dusk', 0.784308135509491], ['Cityscape', 0.7806054353713989], ['Waterway', 0.778268575668335], ['City', 0.7772541046142578]]",False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
CXzD8CYLZ6J,2021-12-23,https://www.instagram.com/p/CXzD8CYLZ6J/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269830335_1090857234998739_2834777338907441780_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=idzg1nMPCccAX_r6Lwu&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8fT0RcVOkjs7Ev4Ya_jKcJ1x03NaO7oiTqcNuaGSsO8A&oe=61CBFE38&_nc_sid=83d603,False,46,False,"Venice, Italy","Venice, Italy",False,45.437191,12.33459,Venice,VENETO,IT,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXzD8CYLZ6J.jpg,building vision-care window street-fashion infrastructure sunglasses eyewear tire road-surface travel,"[['Building', 0.9389699697494507], ['Vision-care', 0.9202126860618591], ['Window', 0.9123989343643188], ['Street-fashion', 0.8959887027740479], ['Infrastructure', 0.889439046382904], ['Sunglasses', 0.8820590972900391], ['Eyewear', 0.8787084221839905], ['Tire', 0.8658181428909302], ['Road-surface', 0.8490543365478516], ['Travel', 0.846813440322876]]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CXzCdrKrEqg,2021-12-23,https://www.instagram.com/p/CXzCdrKrEqg/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269764466_309808864387619_6455922680642204710_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=OG4kP4ssQjwAX_AGSCg&tn=5WhPSg5lwT0yaacn&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_FGETLzyQ0X7ZJSnHZ1CSF3QQ0CnGlg-uwIjL17qnJtg&oe=61CB16BD&_nc_sid=83d603,False,66,False,Agriturismo Baccoleno,Asciano,False,43.234902,11.559635,Asciano,TUSCANY,IT,False,False,False,C:\Docs\kitts\data\dump\italiancity\Images\CXzCdrKrEqg.jpg,sky hand leg hood car automotive-lighting dress flash-photography motor-vehicle automotive-design,"[['Sky', 0.975200355052948], ['Hand', 0.9587919116020203], ['Leg', 0.9185160398483276], ['Hood', 0.9182081818580627], ['Car', 0.9126605987548828], ['Automotive-lighting', 0.9075614809989929], ['Dress', 0.8906177282333374], ['Flash-photography', 0.8854689002037048], ['Motor-vehicle', 0.8779058456420898], ['Automotive-design', 0.8767107129096985]]",False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CXzC_Jagb8e,2021-12-23,https://www.instagram.com/p/CXzC_Jagb8e/,https://instagram.fdel1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/269767025_207023448295605_5181974387007030921_n.jpg?_nc_ht=instagram.fdel1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4Itmb_VspMUAX-S-qyd&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT9nd6WK595NWJ8uuxgBcbp0CV_k2NvjLrsr2od36M3mfA&oe=61CB0D23&_nc_sid=83d603,True,-1,False,Galleria Vittorio Emanuele,"Milan, Italy",False,45.466797,9.190498,Milan,LOMBARDY,IT,False,False,False,C:\Docs\kitts\data\dump\milanitaly\Images\CXzC_Jagb8e.jpg,daytime building infrastructure lighting architecture interior-design public-space city symmetry roof-lantern,"[['Daytime', 0.9471585750579834], ['Building', 0.9075334072113037], ['Infrastructure', 0.9035102128982544], ['Lighting', 0.8807571530342102], ['Architecture', 0.8611136078834534], ['Interior-design', 0.8435648679733276], ['Public-space', 0.8128859400749207], ['City', 0.7976373434066772], ['Symmetry', 0.7966063022613525], ['Roof-lantern', 0.7937179803848267]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CXzBqXeF-EG,2021-12-23,https://www.instagram.com/p/CXzBqXeF-EG/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269818370_1827162264143132_1925223926790713434_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=108&_nc_ohc=FopXyqgEijYAX_RbRH1&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT_SH9GCyCBrbZiyA5UBrqD-1MnYOvmdzn43ly0x04t7lQ&oe=61CAD989&_nc_sid=83d603,False,12,False,"Rome, Italy","Rome, Italy",True,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\italiantravel\Images\CXzBqXeF-EG.jpg,christmas-tree plant christmas-ornament window holiday-ornament tree ornament evergreen christmas-decoration landmark,"[['Christmas-tree', 0.9764863848686218], ['Plant', 0.9470200538635254], ['Christmas-ornament', 0.9351492524147034], ['Window', 0.913013219833374], ['Holiday-ornament', 0.8806511163711548], ['Tree', 0.8637424111366272], ['Ornament', 0.8274179697036743], ['Evergreen', 0.8204134702682495], ['Christmas-decoration', 0.7937566637992859], ['Landmark', 0.7908427119255066]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXzB3FzNwYW,2021-12-23,https://www.instagram.com/p/CXzB3FzNwYW/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/269715846_2967713490148144_7087208017800775190_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=q3Q4lZfI7ZUAX82HxMy&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8MGw94Po2-wqToGaYgtXsB6dDK7df9n4JLT9JWIhTZTA&oe=61C6A86D&_nc_sid=83d603,False,31,False,You and Me - Beach Hotel,"Viserbella, Emilia-Romagna, Italy",False,44.52383,11.04105,,Emilia Romagna,IT,True,False,False,C:\Docs\kitts\data\dump\italiantravel\Images\CXzB3FzNwYW.jpg,decoration property couch white light table interior-design lighting living-room comfort,"[['Decoration', 0.9522711038589478], ['Property', 0.9435458183288574], ['Couch', 0.9385084509849548], ['White', 0.921870231628418], ['Light', 0.9112717509269714], ['Table', 0.8858774304389954], ['Interior-design', 0.8816467523574829], ['Lighting', 0.8638964295387268], ['Living-room', 0.8513739705085754], ['Comfort', 0.8395567536354065]]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CXz78G9ri-X,2021-12-23,https://www.instagram.com/p/CXz78G9ri-X/,https://instagram.fdel27-3.fna.fbcdn.net/v/t51.2885-15/e35/269758214_891729588156746_6955177725115220967_n.jpg?_nc_ht=instagram.fdel27-3.fna.fbcdn.net&_nc_cat=102&_nc_ohc=dbyfeeS2KdkAX_iQfVr&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8kpZo2wZyJaw8VUzJFHxTs9sglLh3JUEzT1WZjalTayw&oe=61CA5041&_nc_sid=83d603,False,0,False,Hong Kong,Hong Kong,True,22.264412,114.167061,Hong Kong,HONG KONG,HK,False,False,False,C:\Docs\kitts\data\dump\italytour\Images\CXz78G9ri-X.jpg,font happy magenta event slope circle,"[['Font', 0.8220247030258179], ['Happy', 0.8195411562919617], ['Magenta', 0.6911717653274536], ['Event', 0.5999978184700012], ['Slope', 0.5773273706436157], ['Circle', 0.5349616408348083]]",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
CXz6tWzJ4e9,2021-12-23,https://www.instagram.com/p/CXz6tWzJ4e9/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/269796422_128889252921295_3382203670910647322_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=107&_nc_ohc=KMJGMDgkeWoAX-ILXoh&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT99T_j6bKxsxtwUVQJrfTl1Oz7Ass-G3jlEomaP2eEJvg&oe=61C66F34&_nc_sid=83d603,False,8,False,,,,,,,,,True,False,False,C:\Docs\kitts\data\dump\italiantravel\Images\CXz6tWzJ4e9.jpg,cloud sky plant green natural-landscape land-lot highland atmospheric-phenomenon grassland grass,"[['Cloud', 0.9762507081031799], ['Sky', 0.9720296263694763], ['Plant', 0.9506129026412964], ['Green', 0.902414858341217], ['Natural-landscape', 0.8934755921363831], ['Land-lot', 0.8677002787590027], ['Highland', 0.8551526665687561], ['Atmospheric-phenomenon', 0.8246616125106812], ['Grassland', 0.8201337456703186], ['Grass', 0.8190059661865234]]",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
CXz2opLo014,2021-12-23,https://www.instagram.com/p/CXz2opLo014/,https://instagram.fdel1-3.fna.fbcdn.net/v/t51.2885-15/e35/269826678_256431563244695_5859818712712200989_n.jpg?_nc_ht=instagram.fdel1-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=idC_ZhaUVucAX94Zn7Y&tn=eAWSie8Y5eUXpwZN&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8l6ZpgsmW0aiW3yvZ4ndU4rtYt3eVo7mcuw1PUCrVPCA&oe=61CBFDB4&_nc_sid=83d603,False,63,False,Town Lake,"Austin, Texas",False,30.264979,-97.746598,Austin,TX,US,False,False,False,C:\Docs\kitts\data\dump\milanitaly\Images\CXz2opLo014.jpg,water cloud sky plant building tree natural-landscape lake coastal-and-oceanic-landforms bank,"[['Water', 0.9823906421661377], ['Cloud', 0.9777830839157104], ['Sky', 0.967811644077301], ['Plant', 0.9519326686859131], ['Building', 0.914324164390564], ['Tree', 0.888778567314148], ['Natural-landscape', 0.8717801570892334], ['Lake', 0.8617045283317566], ['Coastal-and-oceanic-landforms', 0.8350588083267212], ['Bank', 0.8153122663497925]]",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CXyz2KkvoOB,2021-12-22,https://www.instagram.com/p/CXyz2KkvoOB/,https://instagram.fdel1-5.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269811222_268427978605982_5244063208740523199_n.jpg?_nc_ht=instagram.fdel1-5.fna.fbcdn.net&_nc_cat=102&_nc_ohc=IPYCAk9oPxkAX8_k71S&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT84-69c6DnzdjqX0wfJZNX99qQyWMbmFVqZLZDDkNB6Bg&oe=61CB50DF&_nc_sid=83d603,False,155,False,"Rome, Italy","Rome, Italy",True,41.893344,12.483072,Rome,LAZIO,IT,False,False,False,C:\Docs\kitts\data\dump\romephotographer\Images\CXyz2KkvoOB.jpg,brown symmetry art vault ceiling column arcade arch medieval-architecture facade,"[['Brown', 0.9804678559303284], ['Symmetry', 0.7883520722389221], ['Art', 0.7548221945762634], ['Vault', 0.7459436058998108], ['Ceiling', 0.7317349314689636], ['Column', 0.7270112633705139], ['Arcade', 0.7255980968475342], ['Arch', 0.7229101061820984], ['Medieval-architecture', 0.6989006400108337], ['Facade', 0.695275604724884]]",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
CXywVl7MiD4,2021-12-22,https://www.instagram.com/p/CXywVl7MiD4/,https://instagram.fdel1-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/269737125_1334212500348292_3216837000588259433_n.jpg?_nc_ht=instagram.fdel1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=190X8B795q0AX-FVx2E&edm=AABBvjUBAAAA&ccb=7-4&oh=00_AT8RM34VjlzlgPQNmStPHsrtGuXgkaD30YmdTlr3BPULNQ&oe=61CC11F2&_nc_sid=83d603,False,488,False,Carapelle Calvisio,Carapelle Calvisio,True,42.299336,13.684698,Carapelle Calvisio,ABRUZZO,IT,False,False,False,C:\Docs\kitts\data\dump\italy_vacations\Images\CXywVl7MiD4.jpg,sky building cloud window neighbourhood plant house wall door alley,"[['Sky', 0.9650124907493591], ['Building', 0.9364498257637024], ['Cloud', 0.9252538084983826], ['Window', 0.8992007374763489], ['Neighbourhood', 0.8457055687904358], ['Plant', 0.8440850973129272], ['House', 0.8244821429252625], ['Wall', 0.822101354598999], ['Door', 0.8173403739929199], ['Alley', 0.8137381672859192]]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
